"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.456951562E1,6.255626678E-3,2.385654449E-1,-1.012224674E0,1.039976632E0
1.457953492E1,-2.056717873E-3,2.381033897E-1,-1.012636662E0,1.040254999E0
1.458958969E1,-2.493860722E-1,2.385144234E-1,-6.285929680E-1,7.170855336E-1
1.460038100E1,-2.241582870E-1,2.246179581E-1,-3.311700821E-1,4.586652243E-1
1.460953438E1,-2.343581915E-1,2.333254814E-1,-3.379354477E-1,4.728265105E-1
1.461953600E1,-2.245123386E-1,3.134865761E-1,-3.142986298E-1,4.974567843E-1
1.462951823E1,-2.350964546E-1,3.201379776E-1,-3.196535110E-1,5.098402052E-1
1.463951823E1,-1.435794234E-1,4.135384560E-1,-4.416179657E-1,6.218163177E-1
1.464991154E1,-1.566350460E-1,4.162397385E-1,-4.444618225E-1,6.287577985E-1
1.466015462E1,-1.939712763E-1,5.112199783E-1,-4.294734001E-1,6.952827653E-1
1.466953538E1,-2.842229605E-1,6.941809654E-1,-4.667701721E-1,8.834841807E-1
1.467953769E1,-2.962557673E-1,6.914744377E-1,-4.658336639E-1,8.848194054E-1
1.468955131E1,-3.677581549E-1,8.379440308E-1,-4.386105537E-1,1.014778536E0
1.469951892E1,-3.794996142E-1,8.329668045E-1,-4.360833168E-1,1.013914352E0
1.470952216E1,-4.157077074E-1,9.312052727E-1,-2.077136040E-1,1.040721432E0
1.471951562E1,-4.274346232E-1,9.264235497E-1,-2.052750587E-1,1.040720328E0
1.472968677E1,-4.272351265E-1,9.984164238E-1,5.645656586E-2,1.087452322E0
1.473952492E1,-4.656701684E-1,1.018881321E0,1.909217834E-1,1.136406168E0
1.475095023E1,-4.817377031E-1,1.013761044E0,1.933889389E-1,1.138938958E0
1.475986762E1,-4.260973334E-1,1.008159637E0,6.851053238E-1,1.291245173E0
1.476951485E1,-4.442592561E-1,1.005465984E0,6.858758926E-1,1.295667346E0
1.477952831E1,-3.132489324E-1,1.040782452E0,1.065845490E0,1.522294194E0
1.478952800E1,-2.191570103E-1,1.075991631E0,1.276790619E0,1.684037431E0
1.480028008E1,-2.448447645E-1,1.071393967E0,1.278631210E0,1.686040261E0
1.480952962E1,-1.345664263E-2,1.336429119E0,1.158454895E0,1.768683583E0
1.481951416E1,-4.135623574E-2,1.325501919E0,1.164737701E0,1.765015464E0
1.482954469E1,3.110670745E-1,1.615705013E0,6.313838959E-1,1.762359509E0
1.483955977E1,2.757634819E-1,1.595966816E0,6.438207626E-1,1.742888622E0
1.484953446E1,7.933032513E-1,1.779970169E0,-2.496848106E-1,1.964679708E0
1.485952916E1,3.505240083E-1,1.371140957E0,2.156906128E-1,1.431578515E0
1.486951492E1,3.242484927E-1,1.360527039E0,2.226161957E-1,1.416237578E0
1.488011654E1,-2.434194237E-1,5.073990822E-1,2.771127701E0,2.827694393E0
1.488968500E1,-2.539216578E-1,5.366554260E-1,2.750601768E0,2.813944801E0
1.490027692E1,-3.614533544E-1,-3.710145950E-1,4.190080643E0,4.221975385E0
1.490951716E1,-3.651031554E-1,-3.204841614E-1,4.155728340E0,4.184027778E0
1.491956038E1,-2.655176222E-1,-8.548913002E-1,3.811382294E0,3.915095622E0
1.492951662E1,-7.012613118E-3,-5.906043053E-1,9.667692184E-1,1.132918949E0
1.493956600E1,-3.204723820E-2,-5.909037590E-1,9.667463303E-1,1.133486985E0
1.494952469E1,1.190136820E-1,-5.110588074E-1,-9.419956207E-1,1.078286191E0
1.495965154E1,9.212541580E-2,-5.329666138E-1,-9.274625778E-1,1.073651404E0
1.496953746E1,3.652994335E-1,-7.332162857E-1,-8.098888397E-1,1.151941722E0
1.497953623E1,7.699215412E-1,-1.020478725E0,-6.854915619E-2,1.280177720E0
1.498953992E1,7.441000342E-1,-1.020456314E0,-6.838035583E-2,1.264789241E0
1.499956223E1,1.051378012E0,-1.117525578E0,1.556205750E-1,1.542231145E0
1.500952969E1,1.022651792E0,-1.111779213E0,1.521568298E-1,1.518229695E0
1.501959808E1,1.077415347E0,-1.028053761E0,-2.201218605E-1,1.505381014E0
1.502983638E1,1.050885916E0,-1.025490284E0,-2.212805748E-1,1.484909635E0
1.503952962E1,1.154532552E0,-9.305200577E-1,-6.556158066E-1,1.621309679E0
1.504955146E1,1.033414483E0,-1.004031658E0,-1.915907860E-1,1.453524026E0
1.506041662E1,1.014024973E0,-9.969701767E-1,-1.957373619E-1,1.435447419E0
1.507346169E1,6.640732288E-1,-9.608974457E-1,2.646398544E-1,1.197644107E0
1.507957269E1,6.528002620E-1,-9.459381104E-1,2.550516129E-1,1.177284339E0
1.508952138E1,2.217290699E-1,-7.831048965E-1,3.483829498E-1,8.853178747E-1
1.509957977E1,2.187940180E-1,-7.680201530E-1,3.385124207E-1,8.673617681E-1
1.510953238E1,6.548738480E-2,-6.196122169E-1,1.852159500E-1,6.500098808E-1
1.511952423E1,-2.350630462E-1,-3.520264626E-1,-2.686476707E-1,5.013470226E-1
1.512953154E1,-2.261786163E-1,-3.493947983E-1,-2.706770897E-1,4.964872389E-1
1.513951816E1,-1.391918361E-1,-2.163829803E-1,-5.889153481E-1,6.426641803E-1
1.514952969E1,-1.333287954E-1,-2.166590691E-1,-5.889220238E-1,6.415191891E-1
1.515954462E1,3.614423573E-1,-2.182836533E-1,-5.897221565E-1,7.253003191E-1
1.516966608E1,7.792091966E-1,-3.565812111E-1,-4.144392014E-1,9.518807613E-1
1.517952946E1,7.651392221E-1,-3.488488197E-1,-4.190216064E-1,9.395278788E-1
1.518978816E1,9.465812445E-1,-2.951140404E-1,-6.408619881E-1,1.180598339E0
1.520129269E1,9.346745610E-1,-2.899279594E-1,-6.437983513E-1,1.171388524E0
1.520955054E1,8.939421177E-1,-2.625255585E-1,-8.246359825E-1,1.244217297E0
1.521954231E1,8.864150643E-1,-2.599921227E-1,-8.259844780E-1,1.239184380E0
1.522975662E1,6.548506021E-1,-1.945047379E-1,-6.248836517E-1,9.258190873E-1
1.523989131E1,5.807654858E-1,-1.033864021E-1,-5.085587502E-1,7.788512695E-1
1.524976077E1,5.853419304E-1,-9.708499908E-2,-5.128359795E-1,7.842521370E-1
1.525963816E1,5.890495181E-1,2.737045288E-2,-6.466155052E-1,8.751228988E-1
1.526955916E1,5.961893797E-1,2.927303314E-2,-6.481280327E-1,8.811178319E-1
1.527954631E1,5.640382767E-1,1.956162453E-1,-7.450394630E-1,9.547191705E-1
1.528952677E1,5.743095875E-1,1.944193840E-1,-7.446436882E-1,9.602732015E-1
1.529956377E1,5.853706002E-1,3.099584579E-1,-8.328623772E-1,1.064139429E0
1.530952692E1,6.042751670E-1,3.472018242E-1,-6.475119591E-1,9.512987550E-1
1.531952200E1,6.176964045E-1,3.456435204E-1,-6.469330788E-1,9.589268479E-1
1.532953992E1,6.158402562E-1,3.801670074E-1,-4.246778488E-1,8.391289829E-1
1.533992354E1,6.289377213E-1,3.819127083E-1,-4.261922836E-1,8.503292519E-1
1.534967823E1,6.239739060E-1,3.988866806E-1,-6.345462799E-2,7.432903263E-1
1.535953985E1,6.925043464E-1,4.897942543E-1,1.757106781E-1,8.662187505E-1
1.536951938E1,7.042843699E-1,4.915852547E-1,1.742591858E-1,8.763782290E-1
1.537975100E1,9.180801511E-1,6.164360046E-1,3.012657166E-2,1.106242343E0
1.538973823E1,9.268564582E-1,6.135764122E-1,3.178405762E-2,1.112002308E0
1.540046085E1,7.381262779E-1,7.053394318E-1,7.329177856E-2,1.023575010E0
1.541159892E1,4.934521019E-1,9.428906441E-1,-1.925001144E-1,1.081477710E0
1.541961746E1,5.117752552E-1,9.321322441E-1,-1.858167648E-1,1.079496319E0
1.542978700E1,2.947783470E-1,1.064875126E0,-1.507711411E-1,1.115161533E0
1.544013223E1,3.177099228E-1,1.052902222E0,-1.432180405E-1,1.109078036E0
1.544962031E1,1.171571016E-2,1.108067989E0,2.909908295E-1,1.145699607E0
1.545952138E1,3.787290677E-2,1.099402905E0,2.965259552E-1,1.139319422E0
1.546954385E1,1.437858641E-1,1.123885632E0,7.037477493E-1,1.333811899E0
1.547958454E1,1.647854596E-1,1.116990566E0,7.082862854E-1,1.332850942E0
1.548951869E1,1.662613600E-1,1.207683563E0,9.204816818E-1,1.527556531E0
1.549955638E1,3.625500202E-2,1.432790279E0,8.504657745E-1,1.666581664E0
1.551041416E1,5.934426934E-2,1.415325642E0,8.622684479E-1,1.658365246E0
1.551957308E1,8.501556516E-2,1.701959610E0,6.691627502E-1,1.830757479E0
1.552952100E1,1.089250967E-1,1.676976204E0,6.863231659E-1,1.815255727E0
1.553952377E1,4.969345033E-1,1.948606491E0,-1.210899353E-1,2.014615082E0
1.554952085E1,4.224369824E-1,1.551134586E0,-4.730892181E-2,1.608325105E0
1.555974308E1,4.304610193E-1,1.533361912E0,-3.490257263E-2,1.593020286E0
1.556991938E1,-1.188640296E-1,6.977901459E-1,1.223225594E0,1.413265933E0
1.557958800E1,-9.814126790E-2,7.090706825E-1,1.215885162E0,1.410953461E0
1.558973616E1,-8.520799875E-1,-1.991653442E-2,2.806929588E0,2.933477576E0
1.559952200E1,-8.203383684E-1,2.030420303E-2,2.780494690E0,2.899054677E0
1.560952292E1,-1.352032185E0,-5.710597038E-1,3.750435829E0,4.027389865E0
1.561955516E1,-1.546337843E0,-7.695717812E-1,2.983981133E0,3.447831906E0
1.562970631E1,-1.507506371E0,-7.266511917E-1,2.957613945E0,3.398246262E0
1.563957185E1,-1.250708103E0,-7.380061150E-1,1.148447990E0,1.851447156E0
1.564952477E1,-1.222049236E0,-7.237262726E-1,1.140697479E0,1.821640687E0
1.566023723E1,-9.904296398E-1,-6.661620140E-1,-5.040917397E-1,1.295697180E0
1.566953708E1,-9.715757370E-1,-6.729998589E-1,-1.264628410E0,1.730945764E0
1.567955746E1,-9.279892445E-1,-5.275287628E-1,-1.269565105E0,1.658688093E0
1.568951938E1,-4.778257906E-1,-5.124788284E-1,-1.034050465E0,1.249084625E0
1.569953338E1,-4.669873118E-1,-5.140490532E-1,-1.032369137E0,1.244230531E0
1.570951823E1,-4.255428910E-1,-4.462566376E-1,-3.893933296E-1,7.292865718E-1
1.571958969E1,-4.110208154E-1,-4.411964417E-1,-3.917288780E-1,7.190576644E-1
1.572955108E1,-3.697113395E-1,-3.826556206E-1,-2.713093758E-1,5.972608943E-1
1.573952869E1,-4.946473837E-1,-3.016266823E-1,-2.354536057E-1,6.253743599E-1
1.574956662E1,-4.695458412E-1,-3.005447388E-1,-2.343473434E-1,6.047471491E-1
1.576122708E1,-9.551712275E-1,-1.798706055E-1,-9.142112732E-2,9.762496253E-1
1.576954523E1,-9.224746227E-1,-1.796116829E-1,-8.899974823E-2,9.440025113E-1
1.577952862E1,-1.158017159E0,-1.560387611E-1,-2.077674866E-1,1.186810500E0
1.578951569E1,-1.122517347E0,-1.564927101E-1,-2.043609619E-1,1.151650366E0
1.579953023E1,-1.198954821E0,-1.981663704E-1,-3.876743317E-1,1.275560253E0
1.580981916E1,-1.061548471E0,-2.804908752E-1,-3.912034035E-1,1.165590147E0
1.582147285E1,-1.040943861E0,-2.771453857E-1,-3.913273811E-1,1.146084991E0
1.582951823E1,-6.420184374E-1,-2.855014801E-1,-5.807309151E-1,9.115630339E-1
1.583952400E1,-6.337860227E-1,-2.826747894E-1,-5.817122459E-1,9.055268611E-1
1.584952162E1,-4.733775854E-1,-2.553191185E-1,-1.022741318E0,1.155540563E0
1.585974162E1,-1.541531682E-1,-2.634396553E-1,-1.370603085E0,1.404178218E0
1.587027092E1,-1.546347141E-1,-2.668652534E-1,-1.368441105E0,1.402768696E0
1.588066716E1,2.166379094E-1,-2.076430321E-1,-1.319386005E0,1.353080576E0
1.589182323E1,2.093901634E-1,-2.075276375E-1,-1.320202351E0,1.352718081E0
1.589951669E1,2.926710248E-1,-1.089649200E-1,-9.928441048E-1,1.040802142E0
1.590952377E1,2.808583975E-1,-1.036777496E-1,-9.974379539E-1,1.041399533E0
1.591952454E1,2.137413621E-1,7.271671295E-2,-8.350100517E-1,8.649941484E-1
1.593056685E1,3.296437263E-1,2.637972832E-1,-9.915494919E-1,1.077694014E0
1.593974562E1,3.208382130E-1,2.656898499E-1,-9.936084747E-1,1.077397817E0
1.594967877E1,8.549988270E-3,4.046187401E-1,-1.108494759E0,1.180063582E0
1.595953708E1,7.010102272E-3,4.028539658E-1,-1.107506752E0,1.178520965E0
1.596953862E1,-2.053455710E-1,4.278578758E-1,-7.640910149E-1,8.994799856E-1
1.597955131E1,-2.040035725E-1,4.303197861E-1,-7.655453682E-1,9.015832111E-1
1.598952185E1,-5.556531549E-1,4.583716393E-1,-4.923028946E-1,8.724775803E-1
1.599952731E1,-6.503726840E-1,3.886632919E-1,-2.163972855E-1,7.879540391E-1
1.600970331E1,-6.531016827E-1,3.963766098E-1,-2.215890884E-1,7.954608405E-1
1.601990985E1,-4.714919329E-1,3.519434929E-1,1.547060013E-1,6.083607579E-1
1.602953362E1,-4.801585674E-1,3.607459068E-1,1.482954025E-1,6.186124680E-1
1.603951923E1,-2.836653590E-1,4.355511665E-1,-2.841811180E-1,5.923932498E-1
1.604964908E1,-3.682908416E-1,5.923447609E-1,-5.865616798E-1,9.113534243E-1
1.606012416E1,-3.802307844E-1,5.872230530E-1,-5.843739510E-1,9.115367672E-1
1.606965469E1,-2.492002249E-1,7.299537659E-1,-6.636123657E-1,1.017504115E0
1.607952023E1,-2.646072507E-1,7.230863571E-1,-6.605615616E-1,1.014501086E0
1.608991639E1,-2.046808600E-1,8.290696144E-1,-7.762403488E-1,1.154036290E0
1.610030116E1,-2.228459120E-1,8.194112778E-1,-7.715482712E-1,1.147336863E0
1.610952285E1,-3.302381635E-1,9.278597832E-1,-7.007737160E-1,1.208745144E0
1.611953200E1,-5.581971407E-1,9.921531677E-1,-1.270380020E-1,1.145465237E0
1.612953531E1,-5.664123297E-1,9.834380150E-1,-1.220588684E-1,1.141434021E0
1.613955277E1,-8.845641017E-1,1.139552593E0,5.828475952E-2,1.443755823E0
1.614961800E1,-8.904198408E-1,1.130623341E0,6.361865997E-2,1.440556825E0
1.615952623E1,-8.872520328E-1,1.240269661E0,1.300983429E-1,1.530493574E0
1.616955823E1,-8.980157375E-1,1.230816841E0,1.354475021E-1,1.529603997E0
1.617961439E1,-6.491847038E-1,1.199265480E0,5.530414581E-1,1.471575117E0
1.618956346E1,-3.945872188E-1,1.176258087E0,1.085097313E0,1.648247050E0
1.619954116E1,-4.243349433E-1,1.172517776E0,1.085564613E0,1.653272092E0
1.620952716E1,-1.969607472E-1,1.266131401E0,1.264225960E0,1.800041538E0
1.621958562E1,-2.280144095E-1,1.259582996E0,1.266676903E0,1.800835992E0
1.622966562E1,-1.044059694E-1,1.461750031E0,1.151202202E0,1.863566545E0
1.623959108E1,3.095924854E-1,1.606353760E0,8.733644485E-1,1.854450153E0
1.624956923E1,2.765368223E-1,1.586952686E0,8.846397400E-1,1.837791858E0
1.626028423E1,2.986461222E-1,1.635357380E0,2.322492599E-1,1.678547880E0
1.627023008E1,2.715938389E-1,1.613656998E0,2.456951141E-1,1.654695805E0
1.627957539E1,1.127658933E-1,1.192830086E0,1.039496422E0,1.586225889E0
1.628987254E1,9.318919480E-2,1.188491344E0,1.041748047E0,1.583172415E0
1.629954177E1,-1.812687814E-1,4.499130249E-1,2.482554436E0,2.529497307E0
1.630952723E1,4.189387560E-1,-4.380574226E-1,3.069269180E0,3.128548751E0
1.631970569E1,3.925645947E-1,-3.950133324E-1,3.040230751E0,3.090816318E0
1.632956169E1,7.968346477E-1,-1.130972862E0,2.743454933E0,3.072554319E0
1.633957439E1,7.638763785E-1,-1.094236851E0,2.719153404E0,3.028969568E0
1.634952485E1,4.131806195E-1,-1.307298183E0,1.018587112E0,1.708000723E0
1.635956685E1,3.948322535E-1,-1.295358658E0,1.010754585E0,1.689814011E0
1.636953477E1,3.136403859E-1,-1.307403803E0,-1.256361008E-1,1.350355296E0
1.637956123E1,4.635024071E-1,-1.229147911E0,-8.605346680E-1,1.570400899E0
1.638955054E1,4.494944215E-1,-1.243093014E0,-8.517074585E-1,1.572491994E0
1.639952800E1,5.444112420E-1,-1.093495846E0,-1.135544300E0,1.667806231E0
1.640960446E1,5.249270201E-1,-1.106453419E0,-1.127248287E0,1.664474766E0
1.641959954E1,8.579234481E-1,-9.638233185E-1,-1.035945415E0,1.654741954E0
1.642952039E1,9.665625095E-1,-8.331131935E-1,-6.814012527E-1,1.446591976E0
1.643956208E1,9.422821999E-1,-8.355326653E-1,-6.796903610E-1,1.431079860E0
1.644956039E1,7.855367064E-1,-7.229738235E-1,-6.029481888E-1,1.226093628E0
1.646047246E1,7.693763971E-1,-7.233042717E-1,-6.025629044E-1,1.215808852E0
1.646959100E1,3.672522902E-1,-7.189350128E-1,-4.133162498E-1,9.069576174E-1
1.647955600E1,3.600785732E-1,-7.152915001E-1,-4.155869484E-1,9.022255930E-1
1.648952708E1,1.241441816E-1,-7.534670830E-1,-2.017974854E-2,7.638924304E-1
1.649953439E1,-4.218691587E-2,-7.464728355E-1,3.788318634E-1,8.381616854E-1
1.650987977E1,-4.882473499E-2,-7.273855209E-1,3.666610718E-1,8.160354725E-1
1.651956769E1,1.795169711E-2,-6.430072784E-1,1.740341187E-1,6.663846472E-1
1.652953039E1,7.192179561E-3,-6.224021912E-1,1.611051559E-1,6.429549644E-1
1.653952977E1,2.238955945E-1,-5.329070091E-1,-5.072593689E-2,5.802518749E-1
1.654973985E1,2.083113492E-1,-3.631381989E-1,-2.139806747E-1,4.701602906E-1
1.655987062E1,4.651121795E-1,-3.892941475E-1,-2.632904053E-1,6.612118498E-1
1.656952939E1,5.747300982E-1,-2.142028809E-1,-4.830064774E-1,7.807002095E-1
1.657953369E1,5.585988760E-1,-2.039861679E-1,-4.889516830E-1,7.698810358E-1
1.658977177E1,7.197432518E-1,-1.061897278E-1,-6.259727478E-1,9.597648086E-1
1.659952962E1,7.051250935E-1,-9.681463242E-2,-6.313505173E-1,9.514084013E-1
1.660957862E1,8.627856374E-1,-1.255631447E-1,-3.102712631E-1,9.254368785E-1
1.661953885E1,1.129715562E0,-2.255296707E-1,3.315639496E-2,1.152484373E0
1.663435816E1,1.120910883E0,-2.119412422E-1,2.510643005E-2,1.141048040E0
1.663956692E1,1.085995436E0,-1.581921577E-1,1.249666214E-1,1.104548551E0
1.664953416E1,1.085204124E0,-1.448884010E-1,1.168727875E-1,1.101053990E0
1.666105877E1,7.208987474E-1,7.959461212E-2,-1.192073822E-1,7.350106845E-1
1.666951992E1,2.348219454E-1,2.488341331E-1,-1.928796768E-1,3.927624493E-1
1.667986816E1,2.473090887E-1,2.489633560E-1,-1.933765411E-1,4.006732143E-1
1.668952977E1,1.621174514E-1,3.154730797E-1,-1.962490082E-1,4.053628070E-1
1.669952362E1,1.811418384E-1,3.141188622E-1,-1.959857941E-1,4.121813395E-1
1.670953369E1,2.778293192E-1,3.014631271E-1,-4.839048386E-1,6.342184485E-1
1.671953000E1,2.980685830E-1,2.983183861E-1,-4.824924469E-1,6.408101911E-1
1.672990439E1,5.423676372E-1,3.231735229E-1,-4.509248734E-1,7.758460035E-1
1.673952723E1,5.549911261E-1,3.199295998E-1,-4.492139816E-1,7.824086529E-1
1.675028323E1,8.105992079E-1,3.948459625E-1,-4.300150871E-1,9.989431341E-1
1.675964916E1,1.027113914E0,4.742674828E-1,-6.168627739E-1,1.288569874E0
1.677104546E1,1.026853919E0,4.700803757E-1,-6.143012047E-1,1.285601221E0
1.677997523E1,9.322952032E-1,5.594968796E-1,-4.395465851E-1,1.172779734E0
1.678954092E1,9.368709922E-1,5.544133186E-1,-4.365215302E-1,1.172882104E0
1.679952431E1,8.724868298E-1,7.132873535E-1,-3.778882027E-1,1.188617521E0
1.680953192E1,7.858564854E-1,8.318700790E-1,-2.471113205E-1,1.170744314E0
1.681957246E1,7.957010269E-1,8.253469467E-1,-2.432594299E-1,1.171969648E0
1.682952854E1,6.573761702E-1,9.017710686E-1,-1.003398895E-1,1.120447492E0
1.683952208E1,6.676586270E-1,8.951363564E-1,-9.638881683E-2,1.120860358E0
1.684958739E1,5.615162253E-1,8.976168633E-1,5.096349716E-1,1.175050769E0
1.685952369E1,5.737658739E-1,8.943214417E-1,5.115346909E-1,1.179273445E0
1.686952308E1,3.545880914E-1,9.397859573E-1,8.525543213E-1,1.317489746E0
1.688001654E1,-5.888007581E-4,1.021596909E0,1.073375702E0,1.481821847E0
1.689064116E1,2.689037845E-2,1.014062881E0,1.077936172E0,1.480200328E0
1.689998092E1,-1.322617680E-1,1.175684929E0,1.195743561E0,1.682120950E0
1.690952731E1,-1.031775922E-1,1.162947655E0,1.203758240E0,1.676939702E0
1.691955431E1,-1.920332313E-1,1.299564838E0,1.403903961E0,1.922678305E0
1.693014992E1,1.216223910E-1,1.658254623E0,5.643863678E-1,1.755885069E0
1.693955608E1,1.405720115E-1,1.627945900E0,5.838088989E-1,1.735166036E0
1.694963216E1,1.923983991E-1,1.638703823E0,-2.423582077E-1,1.667664494E0
1.695963200E1,2.059527934E-1,1.605935574E0,-2.210216522E-1,1.634104094E0
1.696955023E1,-1.489540040E-1,1.024200439E0,7.721490860E-1,1.291273808E0
1.697961423E1,-1.300415993E-1,1.014288425E0,7.789707184E-1,1.285491038E0
1.698951992E1,-6.486895084E-1,4.531164169E-1,2.036143303E0,2.184488983E0
1.699966169E1,-1.086592793E0,1.737685204E-1,2.765997887E0,2.976847948E0
1.700952608E1,-1.057141185E0,2.057027817E-1,2.746296883E0,2.949916556E0
1.702028739E1,-1.419251323E0,-6.942892075E-2,2.327201843E0,2.726712877E0
1.702957916E1,-1.392717242E0,-4.111337662E-2,2.310214043E0,2.697858512E0
1.703956969E1,-1.843568802E0,-2.143306732E-1,1.678689003E0,2.502534782E0
1.704987154E1,-1.814370275E0,-1.962294579E-1,1.668605804E0,2.472790089E0
1.705956077E1,-1.887128592E0,-4.082984924E-1,8.226814270E-1,2.098753609E0
1.706952477E1,-1.563033819E0,-6.016163826E-1,-2.457628250E-1,1.692754075E0
1.708213185E1,-1.535023451E0,-5.995416641E-1,-2.455377579E-1,1.666144049E0
1.708953246E1,-9.626414776E-1,-7.503223419E-1,-7.533097267E-1,1.434272560E0
1.709957754E1,-9.507590532E-1,-7.483725548E-1,-7.538266182E-1,1.425573158E0
1.710968092E1,-4.360482395E-1,-8.018269539E-1,-5.100526810E-1,1.045570786E0
1.711951431E1,-4.188166261E-1,-7.905473709E-1,-3.511786461E-1,9.610925832E-1
1.712951908E1,-4.143605828E-1,-7.832312584E-1,-3.554425240E-1,9.547173847E-1
1.713953500E1,-1.039398193E0,-6.940999031E-1,-6.370100975E-1,1.402820425E0
1.714958831E1,-1.015220284E0,-6.939458847E-1,-6.355843544E-1,1.384268973E0
1.715994908E1,-1.314190865E0,-6.007695198E-1,-9.631657600E-1,1.736579951E0
1.716987316E1,-1.277440071E0,-6.070528030E-1,-9.566893578E-1,1.707518892E0
1.717952862E1,-1.439505816E0,-5.597267151E-1,-1.205697536E0,1.959381928E0
1.718951885E1,-1.487195373E0,-5.360960960E-1,-1.119452953E0,1.937091638E0
1.719956208E1,-1.451257825E0,-5.378699303E-1,-1.115314007E0,1.907715563E0
1.720952931E1,-1.326319933E0,-6.283450127E-1,-8.435931206E-1,1.692805769E0
1.721956908E1,-1.295745850E0,-6.211853027E-1,-8.452239037E-1,1.667102857E0
1.722952916E1,-1.123840570E0,-6.059780121E-1,-8.019390106E-1,1.507757658E0
1.723974062E1,-1.098959446E0,-5.951843262E-1,-8.061742783E-1,1.487236771E0
1.724956746E1,-7.309376001E-1,-4.686946869E-1,-8.393497467E-1,1.207664060E0
1.725952800E1,-8.239323497E-1,-3.390316963E-1,-5.654673576E-1,1.055253685E0
1.726953977E1,-8.069151044E-1,-3.245964050E-1,-5.725378990E-1,1.041285003E0
1.727951300E1,-5.509156585E-1,-2.309312820E-1,-4.900097847E-1,7.726233939E-1
1.728952200E1,-5.375649333E-1,-2.155618668E-1,-4.979252815E-1,7.637882965E-1
1.729951316E1,-4.199881554E-1,-1.275496483E-1,-3.398761749E-1,5.551349185E-1
1.730973623E1,-4.419781566E-1,5.188369751E-2,-4.217758179E-1,6.131324893E-1
1.731953900E1,-4.310938716E-1,6.474781036E-2,-4.283065796E-1,6.111306989E-1
1.733154100E1,-2.523629069E-1,1.887731552E-1,-4.814262390E-1,5.754073032E-1
1.733952962E1,-2.458343506E-1,1.990580559E-1,-4.868412018E-1,5.805798768E-1
1.734951385E1,-1.242811680E-1,2.065510750E-1,-1.389598846E-2,2.414585964E-1
1.735952016E1,-1.223534942E-1,2.190876007E-1,-2.113914490E-2,2.518265629E-1
1.736951292E1,-3.342441916E-1,2.885651588E-1,7.840728760E-2,4.484827012E-1
1.737996600E1,-5.160515904E-1,4.277486801E-1,-3.538341522E-1,7.579424679E-1
1.739032023E1,-5.107388496E-1,4.297542572E-1,-3.544006348E-1,7.557398389E-1
1.739951516E1,-5.587641597E-1,4.357485771E-1,-6.458134651E-1,9.587331434E-1
1.740954031E1,-5.549048185E-1,4.343752861E-1,-6.445460320E-1,9.550082901E-1
1.741951992E1,-5.298538804E-1,4.120879173E-1,-5.161337852E-1,8.467323488E-1
1.742952631E1,-5.294036865E-1,4.120988846E-1,-5.160870552E-1,8.464275530E-1
1.743982046E1,-4.458479285E-1,4.017477036E-1,-3.205862045E-1,6.804095143E-1
1.744953092E1,-3.262115121E-1,4.469814301E-1,-3.189468384E-1,6.386966691E-1
1.746061916E1,-3.358088136E-1,4.475193024E-1,-3.203840256E-1,6.447379383E-1
1.746953754E1,-3.081537485E-1,5.470609665E-1,-6.012401581E-1,8.693239681E-1
1.747953154E1,-3.189786673E-1,5.430469513E-1,-6.001014709E-1,8.699247996E-1
1.748964185E1,-3.129507303E-1,5.786852837E-1,-6.042771339E-1,8.932892430E-1
1.749953385E1,-2.970623374E-1,6.897802353E-1,-5.355315208E-1,9.224081608E-1
1.751068854E1,-3.085196018E-1,6.822957993E-1,-5.323462486E-1,9.187515610E-1
1.751975939E1,-2.504853606E-1,7.970261574E-1,-5.337233543E-1,9.913900496E-1
1.752985300E1,-2.631914020E-1,7.872591019E-1,-5.292592049E-1,9.844602143E-1
1.753952477E1,-2.512779832E-1,7.908835411E-1,-5.323410034E-2,8.315475151E-1
1.754952831E1,-2.641233206E-1,7.840685844E-1,-5.049037933E-2,8.288992412E-1
1.755952669E1,-4.220200777E-1,7.722692490E-1,3.447570801E-1,9.451762709E-1
1.757019954E1,-3.291776776E-1,8.211207390E-1,5.797224045E-1,1.057674467E0
1.757951508E1,-3.490687013E-1,8.141493797E-1,5.819511414E-1,1.059884570E0
1.758955539E1,-3.456456065E-1,8.297729492E-1,9.797143936E-1,1.329599310E0
1.759963216E1,-3.681945801E-1,8.225412369E-1,9.819660187E-1,1.332816040E0
1.761058823E1,-4.099462032E-1,8.938202858E-1,1.182167053E0,1.537689674E0
1.761958854E1,-4.327031374E-1,8.828849792E-1,1.186782837E0,1.541159107E0
1.762979769E1,-1.022219658E-1,1.104702473E0,8.488426208E-1,1.396907541E0
1.763952723E1,1.868876517E-1,1.362550735E0,6.696281433E-1,1.529664457E0
1.764951908E1,1.536361873E-1,1.334453106E0,6.843461990E-1,1.507547309E0
1.765953008E1,4.271855354E-1,1.504805565E0,9.328804016E-1,1.821316313E0
1.766952431E1,3.936622143E-1,1.478582382E0,9.469213486E-1,1.799398744E0
1.767963677E1,-3.831839561E-2,1.553741455E0,9.836454391E-1,1.839331172E0
1.768960662E1,-6.400810480E-1,1.172492981E0,1.941949844E0,2.357034734E0
1.769993908E1,-6.409411430E-1,1.166937828E0,1.945413589E0,2.357367913E0
