"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.230068539E0,-2.620187104E-1,7.461118698E-1,-3.804569244E-1,8.775444138E-1
7.239981769E0,-2.370157540E-1,9.094290733E-1,4.990100861E-2,9.411311374E-1
7.251219000E0,-3.312959373E-1,1.074254274E0,5.590820312E-1,1.255528559E0
7.259991154E0,-3.366299570E-1,1.080287695E0,5.562124252E-1,1.260838409E0
7.269999923E0,-1.612277627E-1,1.297520399E0,9.215717316E-1,1.599639970E0
7.280640077E0,-1.686686277E-1,1.302111387E0,9.192237854E-1,1.602783684E0
7.289991846E0,2.454003692E-2,1.454149008E0,1.497097969E0,2.087211987E0
7.299983923E0,1.358172297E-2,1.458749056E0,1.494591713E0,2.088525236E0
7.309988077E0,-3.590166569E-3,1.622042179E0,2.599006653E0,3.063636614E0
7.319994462E0,-1.129651368E-1,1.670160055E0,3.427720070E0,3.814637677E0
7.330211923E0,-1.243102849E-1,1.680260897E0,3.422942162E0,3.815136009E0
7.340028154E0,-7.214504480E-2,1.708079338E0,4.231662750E0,4.563957665E0
7.350300923E0,-8.558374643E-2,1.714043856E0,4.228581429E0,4.563570073E0
7.360062000E0,1.441918463E-1,1.670776606E0,4.515272141E0,4.816634536E0
7.369987000E0,3.750972748E-1,1.715805292E0,3.480565071E0,3.898591923E0
7.379985077E0,3.502489328E-1,1.695640326E0,3.488130569E0,3.894216904E0
7.389980308E0,7.372303009E-1,1.708632946E0,2.305437088E0,2.962764795E0
7.400051769E0,7.067253590E-1,1.674251318E0,2.319211006E0,2.946407626E0
7.410503692E0,8.186355233E-1,1.484005451E0,1.186549187E0,2.068897115E0
7.421465231E0,6.636232138E-1,8.158464432E-1,1.616889000E0,1.928816017E0
7.430012539E0,6.526235342E-1,8.015775681E-1,1.622906685E0,1.924128422E0
7.439993000E0,5.084095895E-2,-1.157860756E-1,3.515500069E0,3.517773721E0
7.449999616E0,5.272023380E-2,-9.493732452E-2,3.506390572E0,3.508071744E0
7.459985923E0,3.158737123E-1,-8.176820278E-1,4.128285408E0,4.220322323E0
7.469981077E0,3.110953271E-1,-7.827992439E-1,4.113151550E0,4.198520053E0
7.479982616E0,5.934987068E-1,-8.836956024E-1,2.742898941E0,2.942219100E0
7.489977077E0,3.649080098E-1,-5.323870182E-1,4.806709290E-2,6.472281191E-1
7.500327308E0,3.529381752E-1,-5.541286469E-1,5.714416504E-2,6.594614230E-1
7.510126846E0,4.012934864E-1,-1.021356583E-1,-2.237276077E0,2.275274138E0
7.519986769E0,3.955925107E-1,-1.462481022E-1,-2.218144417E0,2.257885426E0
7.530159769E0,3.352472186E-1,-1.372609138E-1,-1.619328976E0,1.659354570E0
7.539979231E0,3.317212164E-1,-1.717596054E-1,-1.604004383E0,1.646927560E0
7.549982846E0,4.322497845E-1,-3.516955376E-1,1.782875061E-1,5.850778257E-1
7.559998539E0,4.796830416E-1,-3.929181099E-1,3.666944504E-1,7.203785681E-1
7.571141769E0,4.588774741E-1,-3.908138275E-1,3.655347824E-1,7.049252876E-1
7.579990077E0,4.466663003E-1,-2.357876301E-1,-7.235298157E-1,8.823842612E-1
7.590204769E0,4.198029339E-1,-2.475106716E-1,-7.183952332E-1,8.680943191E-1
7.599974923E0,2.153129131E-1,-1.653676033E-1,-1.770930767E0,1.791619903E0
7.609982923E0,1.899652183E-1,-1.883721352E-1,-1.760456562E0,1.780667895E0
7.619974539E0,-9.217411280E-3,-1.747357845E-1,-2.179134369E0,2.186148246E0
7.630009000E0,-6.994062662E-2,-3.543612957E-1,-2.268015862E0,2.296597389E0
7.640348616E0,-9.505905956E-2,-3.710229397E-1,-2.260068893E0,2.292292662E0
7.649992231E0,-2.075828612E-1,-5.522966385E-1,-2.358146191E0,2.430838472E0
7.660229539E0,-2.300812602E-1,-5.648851395E-1,-2.351938725E0,2.429742450E0
7.670833308E0,-3.966596723E-2,-7.456281185E-1,-2.500029564E0,2.609153598E0
7.679990154E0,1.278056055E-1,-7.891433239E-1,-2.694125175E0,2.810229870E0
7.689999616E0,1.044026613E-1,-7.986824512E-1,-2.689094543E0,2.807137873E0
7.700005769E0,1.652833670E-1,-7.696917057E-1,-2.750747681E0,2.861181000E0
7.709988692E0,1.404446363E-1,-7.779791355E-1,-2.746118546E0,2.857646461E0
7.719978692E0,3.160072267E-1,-8.022630215E-1,-2.807311058E0,2.936746823E0
7.729983539E0,2.891549170E-1,-8.064272404E-1,-2.804414749E0,2.932350174E0
7.739980154E0,3.742825389E-1,-8.636167049E-1,-2.327361584E0,2.510484649E0
7.750013692E0,1.843571961E-1,-8.629677296E-1,-1.968675137E0,2.157401834E0
7.759996539E0,1.620523930E-1,-8.564550877E-1,-1.970832348E0,2.154984092E0
7.770036539E0,-1.018992662E-1,-6.703934669E-1,-2.016392708E0,2.127357613E0
7.781300616E0,-1.188170314E-1,-6.658954620E-1,-2.017738342E0,2.128098276E0
7.789989616E0,-2.168714404E-1,-3.369123936E-1,-2.517524719E0,2.549210445E0
7.800106231E0,-2.283070982E-1,-3.367173672E-1,-2.517048836E0,2.549713231E0
7.810135308E0,-1.053839326E-1,-1.325845718E-2,-2.322803020E0,2.325230189E0
7.819975923E0,1.535260975E-1,2.147550583E-1,-1.988233566E0,2.005682605E0
7.830010616E0,1.440199912E-1,2.258448601E-1,-1.992972374E0,2.010891977E0
7.840159462E0,2.273415923E-1,4.778609276E-1,-1.393467426E0,1.490565911E0
7.850908231E0,2.133383453E-1,6.673359871E-1,-6.837444305E-1,9.789571061E-1
7.860065846E0,5.115038157E-2,7.129697800E-1,-6.871099472E-1,9.914950067E-1
7.869990462E0,7.226842642E-2,9.138355255E-1,6.188087463E-1,1.106002874E0
7.880719077E0,6.892502308E-2,9.480848312E-1,6.033134460E-1,1.125878599E0
7.890165462E0,-3.072100878E-2,1.118411064E0,1.924492836E0,2.226086199E0
7.899987692E0,-3.191101551E-2,1.158156395E0,1.906755447E0,2.231156849E0
7.909990231E0,1.616621017E-2,1.416441917E0,2.793864250E0,3.132450558E0
7.919991000E0,1.909703016E-2,1.454811096E0,2.776915550E0,3.134980063E0
7.930036231E0,3.839564323E-2,1.640608072E0,3.521940231E0,3.885502807E0
7.940012692E0,1.399203539E-1,1.795154333E0,3.983844757E0,4.371861827E0
7.950000385E0,1.414536536E-1,1.822676897E0,3.972090721E0,4.372603904E0
7.960004308E0,3.645763397E-1,1.941855669E0,3.651700974E0,4.151944044E0
7.970116462E0,3.623831868E-1,1.956796885E0,3.645567894E0,4.153377047E0
7.980024923E0,3.071835041E-1,1.891860008E0,3.183106422E0,3.715597192E0
7.989978769E0,3.129879236E-1,1.894015074E0,3.181890488E0,3.716137997E0
7.999979000E0,-2.233500183E-1,1.636800528E0,3.897900581E0,4.233512742E0
8.011237308E0,-3.330722153E-1,1.366141796E0,4.017951965E0,4.256902454E0
8.020665616E0,-3.013112843E-1,1.369430304E0,4.015100479E0,4.252900152E0
8.030006923E0,-2.945595384E-1,1.198955059E0,3.113418579E0,3.349273623E0
8.040081231E0,-2.650274336E-1,1.194267035E0,3.114175797E0,3.345833854E0
8.050012385E0,-7.516139746E-1,9.256200790E-1,2.374982834E0,2.657487452E0
8.060005000E0,-1.403979301E0,4.808018208E-1,2.490462303E0,2.899091367E0
8.070009308E0,-1.360143661E0,4.858348370E-1,2.487121582E0,2.876073718E0
8.080425308E0,-1.760575414E0,-5.835556984E-2,2.460093498E0,3.025738122E0
8.090057385E0,-1.710886359E0,-4.345965385E-2,2.453057289E0,2.991071871E0
8.100002154E0,-1.700475931E0,-4.437577724E-1,2.226615906E0,2.836610256E0
8.109990769E0,-1.653439403E0,-4.263474941E-1,2.219157219E0,2.800052286E0
8.120078308E0,-1.281411409E0,-6.584713459E-1,9.882669449E-1,1.747075061E0
8.129978616E0,-1.033906102E0,-6.830978394E-1,-2.871112823E-1,1.272013119E0
8.139988385E0,-1.008462667E0,-6.875741482E-1,-2.852296829E-1,1.253439721E0
8.150306308E0,-7.799684405E-1,-5.126476288E-1,-1.357823372E0,1.647677963E0
8.160262000E0,-7.513883710E-1,-5.235283375E-1,-1.353152275E0,1.633917833E0
8.170056462E0,-6.962707043E-1,-4.971203804E-1,-1.858294487E0,2.045771240E0
8.179988385E0,-6.631614566E-1,-5.033216476E-1,-1.855259895E0,2.033495778E0
8.190305077E0,-5.514042377E-1,-7.428109646E-1,-8.038043976E-1,1.225526936E0
8.199978539E0,-4.243363440E-1,-1.001231670E0,2.604446411E-1,1.118193902E0
8.210073616E0,-3.982287049E-1,-9.747979641E-1,2.503690720E-1,1.082359388E0
8.219975154E0,-2.850939929E-1,-8.987758160E-1,-2.450017929E-1,9.742188823E-1
8.230105000E0,-2.608376741E-1,-8.829379082E-1,-2.506113052E-1,9.541601900E-1
8.240004923E0,-2.762770951E-1,-6.402354240E-1,-1.557419300E0,1.706395414E0
8.249992308E0,-4.566498995E-1,-4.456353188E-1,-2.278267384E0,2.365929466E0
8.259994923E0,-4.274931252E-1,-4.571590424E-1,-2.272505283E0,2.357122191E0
8.269988846E0,-4.871863425E-1,-3.490805626E-1,-2.593465805E0,2.661817547E0
8.279988308E0,-4.582572877E-1,-3.609299660E-1,-2.587357521E0,2.652298838E0
8.289980846E0,-1.120209098E-1,-3.817539215E-1,-2.105554104E0,2.142811897E0
8.299984000E0,-8.896631002E-2,-3.887965679E-1,-2.101508617E0,2.139022264E0
8.310031769E0,-3.021165729E-2,-4.369883537E-1,-1.707796097E0,1.763076593E0
8.320198616E0,1.827607155E-1,-3.952915668E-1,-1.997688293E0,2.044606422E0
8.329992693E0,1.984416246E-1,-4.046437740E-1,-1.992962837E0,2.043285720E0
8.339972693E0,3.646940589E-1,-3.743753433E-1,-2.192893505E0,2.254315989E0
8.350401539E0,3.774941564E-1,-3.884143829E-1,-2.186327457E0,2.252419881E0
8.359972769E0,4.784344435E-1,-3.426423073E-1,-2.110755444E0,2.191253479E0
8.369997000E0,4.872162938E-1,-3.552868366E-1,-2.104939938E0,2.189607406E0
8.380276077E0,4.542877078E-1,-2.218618393E-1,-1.997426987E0,2.060416114E0
8.390261462E0,5.250452161E-1,-3.846263885E-2,-2.034481049E0,2.101491135E0
8.399987154E0,5.252690911E-1,-5.143833160E-2,-2.029001236E0,2.096520817E0
8.409976154E0,6.911513805E-1,1.437206268E-1,-2.236283779E0,2.345060978E0
8.419978769E0,6.874276996E-1,1.298987865E-1,-2.230651379E0,2.337784445E0
8.429975077E0,2.959478498E-1,3.477883339E-1,-2.096132278E0,2.145300068E0
8.439983308E0,2.494956255E-1,4.946420193E-1,-1.543897629E0,1.640286159E0
8.449984000E0,2.518095970E-1,4.894864559E-1,-1.541534424E0,1.636866960E0
8.460024154E0,1.553227305E-1,4.931135178E-1,-5.077047348E-1,7.246034707E-1
8.470013923E0,1.561304331E-1,4.974353313E-1,-5.095071793E-1,7.289829811E-1
8.479981308E0,-9.003877640E-4,5.166587830E-1,3.559675217E-1,6.274153211E-1
8.491206000E0,8.601868153E-2,7.087357044E-1,2.749547958E-1,7.650527119E-1
8.499979231E0,8.238601685E-2,7.112605572E-1,2.736434937E-1,7.665244925E-1
8.510278154E0,-1.522302628E-1,9.282929897E-1,-1.790142059E-2,9.408625769E-1
8.519979231E0,-1.513259411E-1,9.226007462E-1,-1.541519165E-2,9.350557766E-1
8.529978846E0,-2.037371397E-1,1.053728580E0,2.241315842E-1,1.096397606E0
8.540577616E0,-2.043109536E-1,1.047761202E0,2.266492844E-1,1.091291162E0
8.549980462E0,-7.622575760E-2,1.186088324E0,5.624008179E-1,1.314880435E0
8.559994846E0,1.949199736E-1,1.274660587E0,5.307378769E-1,1.394430387E0
8.571029077E0,1.842363179E-1,1.267239332E0,5.332612991E-1,1.387157583E0
8.580139077E0,2.074392438E-1,1.423655987E0,7.556695938E-1,1.625073519E0
8.589973923E0,1.978613734E-1,1.413611412E0,7.594366074E-1,1.616845790E0
8.600261000E0,4.140332639E-1,1.589603424E0,1.239398003E0,2.057758489E0
8.610020462E0,4.005860984E-1,1.578749418E0,1.243350029E0,2.049106694E0
8.620119154E0,4.024266601E-1,1.735166311E0,1.364053726E0,2.243522211E0
8.629995000E0,4.785891473E-1,1.608488798E0,2.843119621E0,3.301456189E0
8.640412231E0,4.635680020E-1,1.603488922E0,2.844524384E0,3.298088990E0
8.650064462E0,-1.523950696E-2,1.495732546E0,4.277089119E0,4.531107969E0
8.659975154E0,-2.406281233E-2,1.497813463E0,4.275732994E0,4.530553700E0
8.669982000E0,5.793216825E-2,1.504506588E0,4.576375961E0,4.817687531E0
8.680000000E0,4.730647802E-2,1.500386477E0,4.577672958E0,4.817518780E0
8.690410616E0,8.394480944E-1,1.540282011E0,3.485012054E0,3.901595929E0
8.700907077E0,1.365815163E0,1.632175684E0,2.500142097E0,3.283315250E0
8.710671231E0,1.324536085E0,1.593750954E0,2.515773773E0,3.259379637E0
8.719985154E0,1.449038267E0,1.487843990E0,1.632250786E0,2.641521203E0
8.730067385E0,1.416682482E0,1.453469276E0,1.647009850E0,2.613848434E0
8.739990616E0,1.061586738E0,1.098855972E0,1.202577591E0,1.944387747E0
8.749987846E0,5.821335316E-1,4.935703278E-1,1.944766045E0,2.089163968E0
8.759991077E0,5.727565289E-1,4.963636398E-1,1.943240166E0,2.085811412E0
8.770469769E0,5.398510098E-1,-2.796387672E-1,2.862456322E0,2.926310501E0
8.779982077E0,5.284253955E-1,-2.512431145E-1,2.849078178E0,2.908539662E0
8.790016231E0,8.168252707E-1,-7.868652344E-1,2.700889587E0,2.929362556E0
8.799997000E0,7.946828604E-1,-7.536077499E-1,2.685404778E0,2.900145567E0
8.809977308E0,1.033582449E0,-7.174489498E-1,9.448680878E-1,1.573467946E0
8.819976154E0,1.050662756E0,-4.552626610E-1,-8.764991760E-1,1.442014952E0
8.830707000E0,1.032944083E0,-4.709420204E-1,-8.696088791E-1,1.430027786E0
8.841164616E0,9.173932076E-1,-3.422639370E-1,-1.363414288E0,1.678586733E0
8.849980231E0,9.076706171E-1,-3.612887859E-1,-1.354805470E0,1.670297398E0
8.860008462E0,8.290109038E-1,-3.945214748E-1,-8.943223953E-1,1.281685929E0
8.869972846E0,8.256268501E-1,-4.050014019E-1,-8.895196915E-1,1.279426087E0
8.880002846E0,6.374562979E-1,-4.344170094E-1,-4.288902283E-1,8.826185459E-1
8.891406462E0,8.797080517E-1,-4.686024189E-1,-3.473730087E-1,1.055529483E0
8.899979616E0,8.664072752E-1,-4.679863453E-1,-3.477125168E-1,1.044306842E0
8.909975693E0,7.637920976E-1,-3.864960670E-1,-7.290554047E-1,1.124401779E0
8.920045231E0,7.439168692E-1,-3.883419037E-1,-7.282142639E-1,1.111088546E0
8.930082385E0,3.726415336E-1,-3.386738300E-1,-1.281721592E0,1.377088202E0
8.939986616E0,1.493579745E-1,-3.426592350E-1,-1.847434044E0,1.884870208E0
8.950863308E0,1.346542686E-1,-3.518655300E-1,-1.843085289E0,1.881197625E0
8.960687539E0,-7.868111134E-2,-3.963334560E-1,-2.059582233E0,2.098844897E0
8.970407308E0,-9.240998328E-2,-4.055716991E-1,-2.055154324E0,2.096827914E0
8.979983846E0,-2.449803650E-1,-4.875471592E-1,-2.320831299E0,2.384108959E0
8.989983231E0,-2.569553256E-1,-4.963023663E-1,-2.316588402E0,2.383049286E0
8.999986385E0,-2.279407829E-1,-5.592365265E-1,-2.613719463E0,2.682579342E0
9.010014000E0,1.482048333E-1,-6.584177017E-1,-2.878684521E0,2.956738594E0
9.020089077E0,1.315843016E-1,-6.630153656E-1,-2.876253605E0,2.954613105E0
9.030062539E0,6.122180223E-1,-8.571345806E-1,-2.198272705E0,2.437599943E0
9.040034000E0,5.859676003E-1,-8.520529270E-1,-2.200133324E0,2.431036582E0
9.049989231E0,8.399481177E-1,-9.727222919E-1,-1.720844746E0,2.147791455E0
9.060345616E0,8.110976219E-1,-9.611871243E-1,-1.725488186E0,2.135197771E0
9.071512077E0,7.090899944E-1,-9.564042091E-1,-1.845949173E0,2.196598730E0
9.080232385E0,5.578455925E-1,-8.090455532E-1,-2.492272377E0,2.679023705E0
9.090012077E0,5.459820628E-1,-8.087065220E-1,-2.492028236E0,2.676248752E0
9.100076693E0,4.365848601E-1,-6.452548504E-1,-2.511873722E0,2.629918204E0
9.109982154E0,4.280141890E-1,-6.443021297E-1,-2.512008190E0,2.628403798E0
9.120229769E0,5.551826358E-1,-5.228247643E-1,-2.128730297E0,2.261209006E0
9.129975693E0,4.875447452E-1,-2.573187351E-1,-1.948391438E0,2.024880738E0
9.140062846E0,4.821096957E-1,-2.474319935E-1,-1.952773571E0,2.026567781E0
9.149981077E0,3.738401532E-1,2.059888840E-2,-1.485908508E0,1.532352724E0
9.159991154E0,3.755159974E-1,3.147077560E-2,-1.490998268E0,1.537881175E0
9.169984308E0,3.269225359E-1,3.137812614E-1,-1.052260876E0,1.145683191E0
9.180113846E0,3.301464319E-1,3.278064728E-1,-1.058817387E0,1.156524106E0
9.189996308E0,3.032797575E-1,5.931468010E-1,-2.999668121E-1,7.306037416E-1
9.200250308E0,4.876142144E-1,8.862366676E-1,4.386558533E-1,1.102543428E0
9.210128616E0,4.919088185E-1,9.060764313E-1,4.295406342E-1,1.116894776E0
9.219985077E0,5.567294359E-1,1.197189808E0,9.900007248E-1,1.650246205E0
9.229987846E0,5.572197437E-1,1.218559742E0,9.804544449E-1,1.660323043E0
9.239986693E0,5.495024920E-1,1.440480471E0,1.709888458E0,2.302315251E0
9.249988616E0,5.482088923E-1,1.464048624E0,1.699574471E0,2.309226005E0
9.259978231E0,2.281081378E-1,1.612560749E0,3.120236397E0,3.519696104E0
9.269999769E0,3.344399929E-1,1.801422834E0,4.248031616E0,4.626310295E0
9.280526923E0,3.365605772E-1,1.829463005E0,4.235957146E0,4.626396097E0
9.290190154E0,4.901374578E-1,1.962977409E0,4.392539978E0,4.836106130E0
9.300907693E0,4.964462817E-1,1.975272179E0,4.387120247E0,4.836836068E0
9.311015077E0,4.743842185E-1,1.993795395E0,4.439334869E0,4.889576111E0
9.321893923E0,4.071705937E-1,2.037646770E0,3.948664665E0,4.462033717E0
9.329989539E0,4.214384854E-1,2.022442818E0,3.954655647E0,4.461747039E0
9.339976693E0,3.770499527E-1,1.953739882E0,3.197463036E0,3.766037182E0
9.349976846E0,3.920689225E-1,1.927455187E0,3.208316803E0,3.763256335E0
9.360003846E0,1.246593148E-1,1.712212086E0,2.364454269E0,2.921960671E0
9.369980923E0,1.468202025E-1,1.680543184E0,2.377750397E0,2.915386512E0
9.380174000E0,2.191919982E-1,1.410446882E0,1.509646416E0,2.077603870E0
9.390107693E0,-4.872012138E-2,9.454824924E-1,1.796812057E0,2.030971286E0
9.400007077E0,-2.247975767E-2,9.363574982E-1,1.800460815E0,2.029514684E0
9.410347231E0,-1.127232909E0,4.172716141E-1,2.901536942E0,3.140650610E0
9.419986231E0,-1.098250508E0,4.302287102E-1,2.895527840E0,3.126552797E0
9.429984154E0,-1.724806309E0,-5.454206467E-2,2.722819328E0,3.223612373E0
9.439983154E0,-1.677706957E0,-3.372001648E-2,2.713691711E0,3.190605017E0
9.450359769E0,-1.905705690E0,-4.851472378E-1,2.519250870E0,3.195889073E0
9.459992462E0,-1.512764812E0,-8.455009460E-1,1.598406792E0,2.357590613E0
9.469984077E0,-1.490925431E0,-8.358454704E-1,1.594519615E0,2.337517721E0
9.480169462E0,-1.250821233E0,-9.695224762E-1,4.611778259E-2,1.583241750E0
9.490374077E0,-1.247781634E0,-9.736435413E-1,4.795074463E-2,1.583426672E0
9.500000616E0,-7.653028965E-1,-9.891319275E-1,-9.803438187E-1,1.589070324E0
9.509975308E0,-6.581574678E-1,-9.288594723E-1,-1.042240620E0,1.543443125E0
9.519990000E0,-6.479879618E-1,-9.388027191E-1,-1.037727833E0,1.542114781E0
9.530560693E0,-7.191199064E-1,-7.895264626E-1,-9.426336288E-1,1.424445026E0
9.539978462E0,-7.004987001E-1,-7.964568138E-1,-9.392137527E-1,1.416744281E0
9.549985693E0,-6.259084344E-1,-6.009943485E-1,-1.236994743E0,1.510996880E0
9.559980693E0,-6.028455496E-1,-6.094973087E-1,-1.232666969E0,1.501458485E0
9.569993693E0,-8.271539211E-1,-5.833163261E-1,-1.460991859E0,1.777340361E0
9.580677923E0,-1.207400799E0,-5.221433640E-1,-1.754124165E0,2.192578839E0
9.590010385E0,-1.169913054E0,-5.333538055E-1,-1.747776508E0,2.169766245E0
9.601645385E0,-1.348473668E0,-5.049424171E-1,-2.022575855E0,2.482772879E0
9.610001308E0,-1.310585976E0,-5.155320168E-1,-2.016141415E0,2.459315975E0
9.620148077E0,-1.316703439E0,-4.619615078E-1,-2.181702137E0,2.589776167E0
9.630125231E0,-9.960205555E-1,-4.467608929E-1,-2.170562267E0,2.429607540E0
9.640672693E0,-9.707109928E-1,-4.541003704E-1,-2.165828228E0,2.416464130E0
9.649984000E0,-6.023850441E-1,-4.441573620E-1,-2.351806164E0,2.468022637E0
9.660300616E0,-5.850971341E-1,-4.517271519E-1,-2.347310543E0,2.460947554E0
9.669973308E0,-1.916850209E-1,-4.590213299E-1,-2.729687214E0,2.774641601E0
9.680179154E0,-1.802003980E-1,-4.676983356E-1,-2.724984646E0,2.770695804E0
9.690055000E0,9.243005514E-2,-4.844541550E-1,-2.347390175E0,2.398641235E0
9.699983846E0,2.359934151E-1,-5.109984875E-1,-1.794871807E0,1.881057455E0
9.709988000E0,2.389839590E-1,-5.120484829E-1,-1.794189930E0,1.881070038E0
9.720272923E0,1.165170670E-1,-3.927192688E-1,-1.660387039E0,1.710172439E0
9.730006385E0,1.158695221E-1,-3.940811157E-1,-1.659803391E0,1.709875132E0
9.740045154E0,3.506803513E-2,-2.162120342E-1,-1.816955090E0,1.830110163E0
9.749994077E0,3.375989199E-2,-2.213699818E-1,-1.814664364E0,1.828428602E0
9.760006462E0,1.284319460E-1,7.381439209E-3,-1.840009689E0,1.844501262E0
9.770304693E0,1.436249316E-1,2.090210915E-1,-1.694860458E0,1.713729824E0
9.780048846E0,1.403838098E-1,2.005996704E-1,-1.691164017E0,1.708795943E0
9.789977462E0,3.775012493E-2,3.711609840E-1,-1.478409290E0,1.524755580E0
9.799993462E0,3.462332487E-2,3.630313873E-1,-1.474819660E0,1.519237833E0
9.809975693E0,-7.009357214E-2,5.208783150E-1,-1.276053429E0,1.380050608E0
9.820009539E0,-4.355967045E-3,6.740345955E-1,-7.763938904E-1,1.028167828E0
9.830041000E0,-2.228915691E-3,6.696286201E-1,-7.741861343E-1,1.023607165E0
9.839982077E0,3.881710768E-2,7.309880257E-1,1.371221542E-1,7.447501237E-1
9.850004154E0,3.609293699E-2,7.334794998E-1,1.357746124E-1,7.468129767E-1
9.860184846E0,-1.994812489E-2,8.339481354E-1,8.338804245E-1,1.179501582E0
9.870278308E0,-2.800911665E-2,8.412413597E-1,8.299465179E-1,1.182067155E0
9.879976846E0,6.532612443E-2,9.687538147E-1,1.041225433E0,1.423693035E0
9.889976693E0,3.049146831E-1,1.097424030E0,6.602668762E-1,1.316535155E0
9.899975154E0,2.937594354E-1,1.091438293E0,6.623907089E-1,1.310073893E0
9.909987923E0,3.876803815E-1,1.164948463E0,6.841268539E-1,1.405500108E0
9.921825385E0,3.731016219E-1,1.156359673E0,6.873207092E-1,1.395987919E0
9.929977846E0,6.094057560E-1,1.252103329E0,1.091692924E0,1.769443857E0
9.939992923E0,5.892058611E-1,1.245862961E0,1.093550682E0,1.759315537E0
9.949987154E0,6.288053393E-1,1.380463600E0,1.571952820E0,2.184516325E0
9.959978231E0,8.293029070E-1,1.438308239E0,2.087771416E0,2.667445105E0
9.969975154E0,8.052070737E-1,1.433728695E0,2.088829994E0,2.658410643E0
9.980651000E0,7.152267694E-1,1.499383926E0,2.809816360E0,3.264164437E0
9.990071231E0,6.871609688E-1,1.497170448E0,2.809738159E0,3.257044377E0
1.000008715E1,7.105921507E-1,1.428721905E0,3.450893402E0,3.801953808E0
1.000999362E1,6.631268263E-1,1.514070988E0,3.376714706E0,3.759567841E0
1.001997592E1,6.368719339E-1,1.508177280E0,3.378709793E0,3.754448619E0
1.003004869E1,8.362566233E-1,1.563934326E0,2.691646576E0,3.223379749E0
1.004010215E1,8.043104410E-1,1.551353931E0,2.696900368E0,3.213547246E0
1.005018569E1,1.325593829E0,1.386835098E0,2.219603539E0,2.933794549E0
1.006069331E1,1.284009218E0,1.373581886E0,2.225356102E0,2.913351447E0
1.007000600E1,1.027062774E0,9.640088081E-1,2.112256050E0,2.538857330E0
1.008010300E1,6.209341288E-1,2.502918243E-1,2.941695213E0,3.016914967E0
1.008999700E1,6.077311039E-1,2.664093971E-1,2.933890343E0,3.007993285E0
1.010007008E1,6.850679517E-1,-4.910216331E-1,3.544788361E0,3.643617003E0
1.011006469E1,6.692751646E-1,-4.543013573E-1,3.527439117E0,3.618997886E0
1.012017638E1,7.298114300E-1,-7.948625088E-1,3.078762054E0,3.262392821E0
1.012998562E1,7.070851922E-1,-7.644374371E-1,3.064745903E0,3.236819660E0
1.013998608E1,5.642088056E-1,-5.972011089E-1,1.034854889E0,1.321327129E0
1.014999669E1,1.106088042E0,-3.312454224E-1,-1.489162922E0,1.884346172E0
1.016001777E1,1.086510777E0,-3.556690216E-1,-1.477652073E0,1.868277755E0
1.017030715E1,1.094796777E0,-2.857546806E-1,-2.216240406E0,2.488364374E0
1.017998900E1,1.083054900E0,-3.087506294E-1,-2.205281734E0,2.476207260E0
1.019010138E1,1.144714117E0,-4.625382423E-1,-1.012392998E0,1.596637597E0
1.019997508E1,1.332089067E0,-7.792351246E-1,1.014547348E-1,1.546596820E0
1.020997762E1,1.297004342E0,-7.565624714E-1,9.153079987E-2,1.504322081E0
1.021999038E1,1.348371744E0,-1.042143822E0,2.205781937E-1,1.718378551E0
1.023028677E1,1.300961733E0,-1.016150951E0,2.099380493E-1,1.664072766E0
1.024015277E1,8.828938007E-1,-1.029150248E0,-6.230850220E-1,1.492275658E0
1.024997477E1,8.437887430E-1,-1.018331289E0,-6.265316010E-1,1.463393284E0
1.025998354E1,4.840937853E-1,-1.007903337E0,-1.769358635E0,2.093047040E0
1.026998331E1,3.691410422E-1,-1.115695715E0,-2.123014450E0,2.426568028E0
1.027998954E1,3.393813968E-1,-1.120561838E0,-2.119312286E0,2.421223478E0
1.029008192E1,2.343382537E-1,-1.233293056E0,-2.251067162E0,2.577446323E0
1.030723062E1,3.647713661E-1,-1.144860268E0,-2.180306911E0,2.489478140E0
1.031002769E1,3.371735215E-1,-1.145340443E0,-2.178427219E0,2.484156972E0
1.032026369E1,3.032831550E-1,-1.145105839E0,-1.716382504E0,2.085477632E0
1.033008292E1,5.408622026E-1,-1.040030479E0,-1.740374088E0,2.098355853E0
1.033997638E1,6.984970570E-1,-1.068064928E0,-1.627386570E0,2.068102482E0
1.034998900E1,6.685733199E-1,-1.069515467E0,-1.624489307E0,2.056652408E0
1.036101569E1,8.265095949E-1,-1.106251955E0,-1.671043396E0,2.167786320E0
1.037005669E1,8.015309572E-1,-1.109541655E0,-1.667504311E0,2.157337522E0
1.038114738E1,1.039034843E0,-8.139455318E-1,-2.194856644E0,2.561151386E0
1.039010746E1,1.410925388E0,-6.372673512E-1,-1.816926956E0,2.387057539E0
1.040001269E1,1.376154423E0,-6.401107311E-1,-1.812456131E0,2.364009300E0
1.041030900E1,1.584964991E0,-6.838004589E-1,-1.202641964E0,2.103816718E0
1.041997692E1,1.548210025E0,-6.786019802E-1,-1.201431751E0,2.073859489E0
1.043004508E1,1.195413113E0,-6.507995129E-1,-1.164144993E0,1.791029335E0
1.044189669E1,8.375641704E-1,-6.322929859E-1,-1.061363220E0,1.492581671E0
