"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.195994385E1,3.751747906E-1,1.373842716E0,3.458247185E0,3.740009829E0
3.196993477E1,6.573698521E-1,1.375545979E0,2.769474983E0,3.161368935E0
3.197997593E1,6.417852640E-1,1.379022598E0,2.767213821E0,3.157699160E0
3.198995870E1,1.597901225E0,1.254434586E0,2.036406517E0,2.876429376E0
3.199997816E1,1.513238072E0,7.225375175E-1,2.629014969E0,3.118279916E0
3.200993593E1,1.478496552E0,7.420907021E-1,2.618735313E0,3.097486934E0
3.202005754E1,1.076691270E0,1.297559738E-1,3.647073746E0,3.804897845E0
3.202993977E1,1.065612435E0,1.595530510E-1,3.632785797E0,3.789210958E0
3.203995277E1,8.144184351E-1,-3.488981724E-1,3.282322884E0,3.399801587E0
3.204993408E1,7.413272858E-1,-3.425381184E-1,1.317377090E0,1.549961582E0
3.206043400E1,7.477437854E-1,-3.407490253E-1,1.316684723E0,1.552059705E0
3.207009285E1,9.580032825E-1,-2.726337910E-1,-2.763032913E-1,1.033655156E0
3.207993677E1,9.618440270E-1,-2.825534344E-1,-2.716112137E-1,1.038630361E0
3.208994839E1,1.421686769E0,-3.372323513E-1,-9.100866318E-1,1.721387988E0
3.209993570E1,1.420261979E0,-3.443486691E-1,-9.067974091E-1,1.719884193E0
3.211044523E1,1.823557854E0,-6.139981747E-1,3.142166138E-2,1.924407526E0
3.211994885E1,1.697445750E0,-6.659502983E-1,1.834630966E-1,1.832613048E0
3.212995546E1,1.701565385E0,-6.602530479E-1,1.808977127E-1,1.834116362E0
3.213997670E1,1.304818630E0,-3.826668262E-1,-1.219717503E0,1.826662625E0
3.215196170E1,1.320181966E0,-3.894870281E-1,-1.216155529E0,1.836740275E0
3.215997393E1,9.162195325E-1,-2.692916393E-1,-1.894089699E0,2.121214748E0
3.216993854E1,9.309031963E-1,-2.792975903E-1,-1.888977051E0,2.124340416E0
3.217994416E1,1.026191831E0,-3.777904510E-1,-1.851088524E0,2.149959074E0
3.218994108E1,1.135222912E0,-6.121637821E-1,-1.645726681E0,2.090906948E0
3.219995239E1,1.136187553E0,-6.097052097E-1,-1.646852970E0,2.091599222E0
3.221082208E1,1.282746911E0,-7.593419552E-1,-1.649478912E0,2.223245494E0
3.221994100E1,1.279442310E0,-7.556183338E-1,-1.651330948E0,2.221446734E0
3.222995346E1,1.164301872E0,-7.850027084E-1,-1.732124329E0,2.229816762E0
3.224004793E1,7.993890643E-1,-6.928925514E-1,-1.817642689E0,2.103080576E0
3.224996539E1,8.107130527E-1,-6.997675896E-1,-1.814056873E0,2.106592669E0
3.225993777E1,5.001880527E-1,-5.829188824E-1,-2.138314724E0,2.272085467E0
3.226999262E1,5.186586976E-1,-5.949094296E-1,-2.132016659E0,2.273415736E0
3.227998893E1,3.491308987E-1,-4.861097336E-1,-1.952110767E0,2.041796147E0
3.229022608E1,3.651088774E-1,-4.974970818E-1,-1.946084499E0,2.041580936E0
3.229996900E1,5.526208282E-1,-4.340250492E-1,-2.002247810E0,2.121971682E0
3.231002008E1,7.888765335E-1,-4.425187111E-1,-1.931890011E0,2.133154474E0
3.231994746E1,7.895874977E-1,-4.521141052E-1,-1.927251339E0,2.131232813E0
3.232993246E1,1.092881441E0,-4.126870632E-1,-1.346750736E0,1.782817434E0
3.233994516E1,1.087739229E0,-4.214322567E-1,-1.342736721E0,1.778685942E0
3.234993785E1,1.167053103E0,-2.640938759E-1,-9.368114471E-1,1.519662531E0
3.236126123E1,6.754537821E-1,8.363008499E-2,7.985115051E-3,6.806581851E-1
3.236999123E1,6.711047888E-1,7.635116577E-2,1.135730743E-2,6.755295156E-1
3.238005323E1,4.375852048E-1,6.981210709E-1,7.617225647E-1,1.122085160E0
3.238995123E1,4.308558404E-1,6.924328804E-1,7.642478943E-1,1.117664929E0
3.239994231E1,4.578763247E-1,1.276552200E0,1.307611465E0,1.883901270E0
3.241012008E1,4.396356344E-1,1.272690773E0,1.308868408E0,1.877806647E0
3.241995400E1,6.048765182E-1,1.674392700E0,2.084609985E0,2.741361944E0
3.242993754E1,1.045146108E0,1.767294407E0,3.300674438E0,3.887172707E0
3.244072870E1,1.005700469E0,1.777025700E0,3.294954300E0,3.876335590E0
3.244994900E1,1.079360127E0,1.804997921E0,3.827754021E0,4.367463408E0
3.246001362E1,1.057732224E0,1.808864594E0,3.825527191E0,4.361816923E0
3.247082877E1,9.303230047E-1,1.959722042E0,3.764096260E0,4.344471433E0
3.248008962E1,9.088345170E-1,1.959040165E0,3.764265060E0,4.339759209E0
3.248996723E1,1.168415785E0,2.144435406E0,2.988311768E0,3.859249393E0
3.250010300E1,1.003124595E0,1.910371304E0,3.439160347E0,4.060000168E0
3.251168193E1,1.006576300E0,1.898713589E0,3.444885254E0,4.060239347E0
3.252023739E1,7.401724458E-1,1.692541122E0,4.250963211E0,4.635001502E0
3.253541662E1,8.125724196E-1,1.460759640E0,3.804885864E0,4.155869235E0
3.253996446E1,8.118621707E-1,1.460170269E0,3.805171013E0,4.155784383E0
3.254993962E1,8.111720085E-1,1.459581375E0,3.805456161E0,4.155703841E0
3.255994916E1,2.961104512E-1,1.065425396E0,2.827533722E0,3.036076353E0
3.256998316E1,-2.868098915E-1,5.967431068E-1,3.118943214E0,3.188443041E0
3.257993562E1,-2.749399245E-1,5.974287987E-1,3.118710518E0,3.187297982E0
3.259032300E1,-3.607890606E-1,5.917596817E-2,3.271930695E0,3.292294187E0
3.259995446E1,-3.630276024E-1,6.649541855E-2,3.268314362E0,3.289086415E0
3.260994246E1,5.297273397E-2,-2.286510468E-1,1.512751579E0,1.530850990E0
3.262009185E1,2.132572979E-1,-3.578248024E-1,-5.874099731E-1,7.201164773E-1
3.262994923E1,1.845785528E-1,-3.849487305E-1,-5.741167068E-1,7.154472450E-1
3.263993916E1,3.824597225E-2,-4.858942032E-1,-1.919219017E0,1.980140795E0
3.264994416E1,1.630660705E-2,-5.199193954E-1,-1.902080536E0,1.971926076E0
3.265994293E1,-2.355484664E-1,-7.221825123E-1,-1.882655144E0,2.030128334E0
3.266993562E1,-2.513170838E-1,-7.477843761E-1,-1.869472504E0,2.029105515E0
3.267993339E1,-1.825822145E-2,-9.869613647E-1,-2.115488529E0,2.334463068E0
3.269000139E1,2.894793749E-1,-1.191858292E0,-2.218557835E0,2.535019401E0
3.269996523E1,2.744710743E-1,-1.206427574E0,-2.210813046E0,2.533475120E0
3.270994716E1,7.178303003E-1,-1.186529398E0,-2.584724903E0,2.933246525E0
3.271993316E1,7.037364244E-1,-1.201217890E0,-2.576815128E0,2.928847142E0
3.272993593E1,4.221076369E-1,-1.250118256E0,-3.084324360E0,3.354702262E0
3.274092362E1,-1.321814507E-1,-1.212990046E0,-3.391400337E0,3.604221557E0
3.275026585E1,-1.190986633E-1,-1.227648973E0,-3.383828163E0,3.601610686E0
3.275995139E1,-2.575778365E-1,-1.275702715E0,-3.244533062E0,3.495820154E0
3.276993293E1,-2.346114963E-1,-1.284187078E0,-3.240283489E0,3.493367444E0
3.277995077E1,1.127719879E-3,-1.360537052E0,-3.003177643E0,3.296989278E0
3.278994931E1,1.704350114E-2,-1.360038757E0,-3.003581047E0,3.297195021E0
3.279996870E1,-2.022700757E-2,-1.325297832E0,-2.810142040E0,3.107043895E0
3.280998270E1,-4.184362292E-1,-1.146092653E0,-2.868463993E0,3.117162641E0
3.282024239E1,-3.991821110E-1,-1.143361807E0,-2.869987011E0,3.115035798E0
3.282997131E1,-5.200641155E-1,-8.783605099E-1,-3.106543064E0,3.269953162E0
3.283993946E1,-4.955796897E-1,-8.782975674E-1,-3.106533527E0,3.266122533E0
3.284993439E1,-1.912089884E-1,-9.006297588E-1,-2.774380207E0,2.923162735E0
3.285993316E1,-1.698699594E-1,-8.952333927E-1,-2.777101994E0,2.922771649E0
3.286994854E1,1.435499638E-2,-8.792712688E-1,-1.449534416E0,1.695427396E0
3.287996500E1,3.515860438E-1,-7.484428883E-1,-8.543791771E-1,1.189009370E0
3.289018346E1,3.531989455E-1,-7.261493206E-1,-8.660798073E-1,1.184118475E0
3.290008416E1,1.488672644E-1,-4.204444885E-1,-5.392913818E-1,6.998358557E-1
3.290995916E1,1.537890732E-1,-4.059209824E-1,-5.467901230E-1,6.981420783E-1
3.291997193E1,-1.236943677E-1,1.392002106E-1,-8.313226700E-1,8.519239267E-1
3.293015516E1,7.193455100E-2,5.031857491E-1,-4.406528473E-1,6.727149541E-1
3.293999008E1,8.796399832E-2,5.024514198E-1,-4.400167465E-1,6.736540889E-1
3.295014931E1,2.802156210E-1,8.511357307E-1,5.743808746E-1,1.064361882E0
3.296008346E1,2.847452760E-1,8.555521965E-1,5.721778870E-1,1.067912434E0
3.297072908E1,4.543113708E-1,1.002266884E0,1.549735069E0,1.900688431E0
3.298011262E1,4.537756443E-1,1.009502411E0,1.545989990E0,1.901339660E0
3.299020831E1,2.986454070E-1,1.248684406E0,1.742366791E0,2.164311405E0
3.300022285E1,2.911439538E-1,1.446837425E0,1.841832161E0,2.360179876E0
3.301010523E1,2.955552042E-1,1.438508987E0,1.846215248E0,2.359061620E0
3.302100662E1,5.540714413E-2,1.718949318E0,2.505760193E0,3.039192467E0
3.303339216E1,6.243989617E-2,1.710770607E0,3.122145653E0,3.560678066E0
3.304006962E1,3.939016163E-2,1.777620792E0,3.141922951E0,3.610147794E0
3.304994639E1,4.204933345E-2,1.771086216E0,3.145381927E0,3.609978116E0
3.306032477E1,3.401941061E-1,1.591451168E0,3.899419785E0,4.225390338E0
3.306994931E1,8.695579171E-1,1.410858631E0,3.835865974E0,4.178578804E0
3.307995146E1,8.355264664E-1,1.405932426E0,3.837875366E0,4.171814688E0
3.308993662E1,1.387265205E0,1.322856903E0,2.346822739E0,3.030186810E0
3.309993823E1,1.360531449E0,1.304183483E0,2.356345177E0,3.017333753E0
3.310993293E1,8.660757542E-1,1.300256729E0,7.758626938E-1,1.744338755E0
3.312036877E1,9.145571291E-2,8.283100128E-1,1.986445427E0,2.154165049E0
3.312996554E1,9.906639159E-2,8.269014359E-1,1.987251282E0,2.154703644E0
3.313994062E1,4.204336405E-1,6.191253662E-2,3.568025589E0,3.593244246E0
3.314995354E1,4.135765433E-1,8.856344223E-2,3.553928375E0,3.579007675E0
3.315994162E1,1.105387688E0,-2.974863052E-1,3.161201477E0,3.362078943E0
3.316994423E1,1.081412196E0,-2.702951431E-1,3.147006989E0,3.338587244E0
3.317992816E1,1.277911782E0,-3.542675972E-1,1.928720474E0,2.340625284E0
3.318993554E1,7.888836265E-1,-3.568305969E-1,7.264528275E-1,1.130220846E0
3.319994139E1,7.887217999E-1,-3.636922836E-1,7.299833298E-1,1.134561508E0
3.321014477E1,4.618529975E-1,-3.576121330E-1,-5.590915680E-2,5.867882607E-1
3.321995454E1,4.716433883E-1,-3.679594994E-1,-5.056190491E-2,6.003317292E-1
3.323010485E1,6.665417552E-1,-3.786215782E-1,-6.820669174E-1,1.026083569E0
3.323993093E1,6.690455079E-1,-3.838620186E-1,-6.793422699E-1,1.027851089E0
3.324993123E1,1.102722526E0,-4.485321045E-1,-9.370760918E-1,1.515021326E0
3.326155062E1,1.059516549E0,-6.151633263E-1,-7.643408775E-1,1.444028467E0
3.327062293E1,1.050388932E0,-6.028146744E-1,-7.707247734E-1,1.435520504E0
3.328007316E1,9.676843882E-1,-7.345318794E-1,-8.735928535E-1,1.496367144E0
3.329018731E1,9.612526298E-1,-7.181005478E-1,-8.820128441E-1,1.489168114E0
3.329993393E1,8.256676793E-1,-8.587806225E-1,-9.218463898E-1,1.506330654E0
3.330998793E1,7.774507403E-1,-9.901905060E-1,-1.227280140E0,1.758159104E0
3.332031239E1,7.732900381E-1,-9.725170135E-1,-1.236202717E0,1.752701909E0
3.333030377E1,5.561457872E-1,-1.030887365E0,-1.439064503E0,1.855514360E0
3.333994085E1,5.550081730E-1,-1.016727686E0,-1.446156025E0,1.852872502E0
3.335040923E1,1.320811808E-1,-9.237463474E-1,-2.472168446E0,2.642417374E0
3.335995893E1,1.399955451E-1,-9.225556850E-1,-2.472801685E0,2.643001309E0
3.336996154E1,-4.194337428E-1,-7.561223507E-1,-3.006581306E0,3.128446392E0
3.338029370E1,-5.003907084E-1,-7.388169765E-1,-2.804258823E0,2.942806303E0
3.339007416E1,-4.868171811E-1,-7.409360409E-1,-2.803193569E0,2.940046151E0
3.340012877E1,1.662312634E-2,-8.815584183E-1,-1.898375988E0,2.093144277E0
3.341259685E1,1.455201115E-2,-8.777728081E-1,-1.900272846E0,2.093259122E0
3.341993800E1,3.011526167E-1,-9.013087749E-1,-1.327509403E0,1.632584338E0
3.342995346E1,2.889208794E-1,-8.983924389E-1,-1.328962803E0,1.629946742E0
3.344006662E1,3.311655819E-1,-6.458840370E-1,-2.324206829E0,2.434907435E0
3.345001100E1,3.148810267E-1,-2.783308029E-1,-2.963936329E0,2.993582579E0
3.345993385E1,3.093148768E-1,-3.027291298E-1,-2.951611042E0,2.983174209E0
3.346993846E1,1.418215334E-1,6.124687195E-2,-2.298423767E0,2.303609416E0
3.347992962E1,1.349518150E-1,4.239177704E-2,-2.288766861E0,2.293133838E0
3.348993100E1,5.458523035E-1,3.939976692E-1,-9.203152657E-1,1.140249573E0
3.349993931E1,1.920917481E-1,8.491096497E-1,1.241853714E0,1.516603799E0
3.351069270E1,1.615485251E-1,8.537478447E-1,1.239810944E0,1.513973079E0
3.352044862E1,4.089307785E-1,1.453817844E0,2.243634224E0,2.704571174E0
3.353006846E1,3.930650353E-1,1.454577446E0,2.243514061E0,2.702526783E0
3.354005585E1,3.907562494E-1,1.905548096E0,2.883454323E0,3.478234153E0
3.355004139E1,3.810968399E-1,1.901304722E0,2.885834694E0,3.476814106E0
3.355995708E1,-4.914492369E-1,2.259829998E0,3.899338722E0,4.533563327E0
3.357003677E1,-1.100056648E0,2.573835373E0,5.174418449E0,5.882971991E0
3.358052923E1,-1.111490369E0,2.576411247E0,5.173363686E0,5.885320516E0
3.359012577E1,3.688326478E-2,2.627248287E0,5.540023804E0,6.131529800E0
3.359994946E1,7.024168968E-3,2.631312847E0,5.538796425E0,6.132056953E0
3.360998193E1,8.514868617E-1,2.348690510E0,6.208729744E0,6.692510891E0
3.361993693E1,8.109525442E-1,2.356299877E0,6.206341743E0,6.687934732E0
3.363021546E1,2.633805573E-1,2.366947174E0,5.289314270E0,5.800745960E0
3.364193362E1,1.641044319E-1,2.242679596E0,3.733901024E0,4.358733634E0
3.365049977E1,1.396834552E-1,2.224971294E0,3.744173050E0,4.357618680E0
3.366041539E1,-5.295658112E-1,1.806640625E0,3.310753822E0,3.808606198E0
3.366993400E1,-5.352635384E-1,1.791474819E0,3.318912506E0,3.809339747E0
3.368013577E1,-9.418032169E-1,1.135135174E0,2.798435211E0,3.163347087E0
3.369000377E1,-1.418966293E0,2.692523003E-1,2.670949936E0,3.036434703E0
3.370009585E1,-1.391074896E0,2.661309242E-1,2.671277046E0,3.023513865E0
3.370992985E1,-1.212444544E0,-3.617286682E-1,2.030129433E0,2.392131877E0
3.371993200E1,-1.194973707E0,-3.659834862E-1,2.031635284E0,2.385256381E0
3.372994739E1,-1.194193602E0,-7.053225040E-1,2.622013092E-1,1.411498395E0
3.374006439E1,-1.188378811E0,-7.240889072E-1,2.718591690E-1,1.417905622E0
3.374996085E1,-1.442916393E0,-8.055746555E-1,-1.553052425E0,2.267802919E0
3.375994877E1,-1.062208414E0,-8.378939629E-1,-3.141157150E0,3.420120064E0
3.376995739E1,-1.046932697E0,-8.790183067E-1,-3.119441986E0,3.405827295E0
3.377993654E1,-8.592514992E-1,-1.052841187E0,-2.985648155E0,3.280378425E0
3.378994070E1,-8.326786757E-1,-1.079948425E0,-2.971541405E0,3.269510774E0
3.379994139E1,-5.768932402E-2,-1.301474810E0,-1.747509480E0,2.179668351E0
3.380994308E1,-4.263870418E-2,-1.304778337E0,-1.746082783E0,2.180153585E0
3.381995454E1,5.176461339E-1,-1.256873131E0,-1.376983643E0,1.934882823E0
3.382993616E1,-4.294364154E-1,-1.022890329E0,-1.879928589E0,2.182854040E0
3.383995062E1,-4.096835554E-1,-1.022076368E0,-1.880858421E0,2.179474505E0
3.384992870E1,-8.138363957E-1,-9.773094654E-1,-2.245829582E0,2.580932774E0
3.385996477E1,-7.723966837E-1,-9.796535969E-1,-2.245235443E0,2.568540442E0
3.386993862E1,-9.154289365E-1,-1.170333624E0,-1.911543846E0,2.421092895E0
3.387994623E1,-8.769995570E-1,-1.453212261E0,-2.007527828E0,2.628901307E0
3.388994939E1,-8.413699865E-1,-1.446316719E0,-2.011435986E0,2.616411709E0
3.389995308E1,-6.016446948E-1,-1.601223707E0,-2.231319904E0,2.811526670E0
3.390994131E1,-5.782611370E-1,-1.596418619E0,-2.233870983E0,2.805907682E0
3.391994277E1,-4.068335593E-1,-1.680619955E0,-3.066170692E0,3.520141999E0
3.392993993E1,-3.888077140E-1,-1.683367968E0,-3.064491272E0,3.517954791E0
3.393993116E1,-2.594979703E-1,-1.648596764E0,-3.604172707E0,3.971809586E0
3.395000177E1,-1.275451332E-1,-1.298479557E0,-4.036885738E0,4.242494948E0
3.396030362E1,-1.042807847E-1,-1.311647892E0,-4.029192448E0,4.238594868E0
3.396995016E1,-1.718543321E-1,-1.051928282E0,-3.928880692E0,4.070895541E0
3.398010093E1,-1.464173645E-1,-1.062591791E0,-3.922358513E0,4.066378692E0
3.398996054E1,-1.651356220E-1,-5.221877098E-1,-3.206574917E0,3.253009756E0
3.399994500E1,3.084552884E-1,-3.645753860E-2,-1.823348999E0,1.849614930E0
3.400993085E1,3.674036264E-1,-3.109550476E-2,-1.826225281E0,1.863075718E0
3.401995708E1,2.705070376E-1,6.304416656E-1,-7.306265831E-1,1.002220512E0
3.402994331E1,2.757821679E-1,6.388363838E-1,-7.351765633E-1,1.012251109E0
3.403993554E1,-5.629962683E-2,1.196382046E0,6.497220993E-1,1.362585210E0
3.404995700E1,-4.766666889E-2,1.206729889E0,6.442193985E-1,1.368754094E0
3.406005670E1,1.767960787E-1,1.394931793E0,2.874053001E0,3.199573755E0
3.407045077E1,5.981043577E-1,1.584305286E0,3.892272949E0,4.244707384E0
3.408035362E1,5.766681433E-1,1.607550621E0,3.878920555E0,4.238253157E0
3.409001416E1,3.114109039E-1,1.695717812E0,3.574526787E0,3.968586322E0
3.409993531E1,2.873838544E-1,1.705814362E0,3.568477631E0,3.965655648E0
3.410995100E1,-1.202306151E-2,1.795704842E0,3.032919884E0,3.524670687E0
3.411995116E1,-3.277896345E-2,1.795159817E0,3.032828331E0,3.524446185E0
3.412994877E1,1.685378253E-1,1.459398270E0,3.239555359E0,3.557100959E0
3.413994508E1,1.049380302E0,1.430469036E0,2.610509872E0,3.156295689E0
3.414993446E1,1.000325441E0,1.432786465E0,2.608974457E0,3.140107603E0
3.415997939E1,1.131160498E0,1.447345734E0,1.481781960E0,2.360087185E0
3.416994854E1,1.082785487E0,1.444992542E0,1.483379364E0,2.336844495E0
3.417997177E1,3.838082254E-1,1.149184227E0,1.767033577E0,2.142508064E0
3.419054131E1,1.541953236E-1,5.571804047E-1,2.998365402E0,3.053591539E0
3.419995054E1,1.355528831E-1,5.868201256E-1,2.982826233E0,3.043022310E0
3.421032423E1,4.591759145E-1,4.900550842E-2,3.572584152E0,3.602305038E0
3.422081639E1,4.300712943E-1,9.955644608E-2,3.546744347E0,3.574110835E0
3.423020777E1,7.327890396E-1,-3.115305901E-1,2.438821793E0,2.565518041E0
3.424165654E1,7.076584101E-1,-2.755346298E-1,2.576866150E-1,8.019364994E-1
3.424995923E1,6.922042370E-1,-2.739572525E-1,2.573442459E-1,7.876708340E-1
3.426003554E1,2.555645406E-1,-3.250036240E-1,-8.197126389E-1,9.180791907E-1
3.426994362E1,2.584272325E-1,-3.295054436E-1,-8.174839020E-1,9.184979052E-1
3.427999685E1,4.805561900E-2,-5.536253452E-1,7.278633118E-2,5.604535801E-1
3.428995070E1,5.706140399E-2,-5.426056385E-1,6.683826447E-2,5.496764834E-1
3.430042600E1,-6.975683570E-2,-7.671318054E-1,7.641363144E-1,1.085016834E0
3.430994216E1,-6.578743458E-2,-7.430100441E-1,7.517442703E-1,1.059014334E0
3.432074939E1,-3.152330518E-1,-8.820030689E-1,4.748687744E-1,1.050143630E0
3.432993900E1,-7.155876160E-1,-9.087500572E-1,-8.510384560E-1,1.436021851E0
3.434038823E1,-7.023085952E-1,-9.047102928E-1,-8.534150124E-1,1.428305030E0
3.434994639E1,-1.004350424E0,-8.454787731E-1,-1.729876518E0,2.171641522E0
3.435994493E1,-9.907778502E-1,-8.507988453E-1,-1.727524757E0,2.165604121E0
3.437034508E1,-1.156731009E0,-9.010314941E-1,-2.609651566E0,2.993353583E0
3.438012700E1,-9.991269708E-1,-9.951200485E-1,-3.099249363E0,3.404976539E0
3.438995654E1,-9.963932633E-1,-1.004372120E0,-3.094631672E0,3.402691299E0
3.439993423E1,-6.372098327E-1,-1.149014235E0,-3.076278210E0,3.345109521E0
3.441089408E1,-6.401718855E-1,-1.156000376E0,-3.072674274E0,3.344769664E0
3.441994439E1,-4.485169053E-1,-1.112960815E0,-3.084536552E0,3.309715235E0
3.442994177E1,-4.519867897E-1,-1.120176315E0,-3.080787659E0,3.309129740E0
3.443996262E1,-4.787114263E-1,-1.001894712E0,-2.809338570E0,3.020817910E0
3.444994316E1,-5.737816691E-1,-8.407902718E-1,-2.644802094E0,2.833925158E0
3.445994216E1,-5.712254047E-1,-8.513813019E-1,-2.639417648E0,2.831549771E0
3.446996193E1,-4.658336937E-1,-5.785696507E-1,-2.368662357E0,2.482399088E0
3.447996031E1,-4.672081769E-1,-5.896747112E-1,-2.362895489E0,2.479773142E0
3.448996700E1,-4.073252678E-1,-2.330031395E-1,-2.066957474E0,2.119555976E0
3.449994108E1,-4.120526016E-1,-2.434897423E-1,-2.061403275E0,2.116236769E0
3.450994400E1,-3.240319788E-1,2.025070190E-1,-1.201074123E0,1.260390759E0
3.451993808E1,-2.611100376E-1,5.623292923E-1,-4.216384888E-1,7.497811013E-1
3.452998770E1,-2.740916312E-1,5.586357117E-1,-4.193868637E-1,7.503901799E-1
3.454012854E1,-8.897145987E-1,9.285125732E-1,1.838704109E0,2.243782625E0
3.455011016E1,-8.928188086E-1,9.355535507E-1,1.835109711E0,2.244997444E0
3.456015854E1,-7.199987173E-1,1.268501282E0,3.456334114E0,3.751498256E0
3.456994016E1,-8.129337430E-2,1.366832733E0,3.884039879E0,4.118325644E0
3.457995823E1,-9.301912785E-2,1.376234055E0,3.879509926E0,4.117434881E0
3.458999223E1,-7.158690691E-2,1.556971073E0,3.267918587E0,3.620576680E0
3.459996862E1,-8.906605840E-2,1.556169987E0,3.268866539E0,3.621475699E0
3.460994246E1,-4.620511830E-1,1.651786327E0,2.364444733E0,2.921042324E0
3.462026246E1,-4.632276297E-1,1.639881134E0,2.370637894E0,2.919540031E0
3.463010970E1,-6.835973263E-1,1.668657780E0,2.077359200E0,2.750844477E0
3.464079731E1,-5.535621643E-1,1.400234222E0,3.429618835E0,3.745580369E0
3.464995700E1,-5.301022530E-1,1.404520035E0,3.426757812E0,3.741170142E0
3.465993939E1,-5.141224265E-1,1.275150776E0,3.524235725E0,3.782931247E0
3.466996939E1,-4.917602539E-1,1.284689903E0,3.518810272E0,3.778132082E0
3.467998446E1,-7.912620306E-1,1.402690411E0,1.567343712E0,2.247265516E0
3.469000600E1,-7.621662021E-1,1.396687984E0,1.569995880E0,2.235290073E0
3.469993870E1,-1.725061655E0,1.236168861E0,5.174474716E-1,2.184422819E0
3.470995854E1,-2.167618752E0,7.397842407E-1,1.613903046E0,2.801880586E0
3.471995577E1,-2.122661591E0,7.514753342E-1,1.607774734E0,2.766829775E0
3.472995108E1,-1.462717414E0,1.311483383E-1,2.446152687E0,2.853139514E0
3.473996239E1,-1.437727690E0,1.594743729E-1,2.431776047E0,2.829492486E0
3.475033946E1,-7.180691957E-1,-1.920304298E-1,1.586907387E0,1.752362437E0
3.475995723E1,-5.913034678E-1,-2.986016273E-1,2.366123199E-1,7.034117662E-1
3.476993239E1,-5.852832198E-1,-2.971839905E-1,2.359533310E-1,6.975304624E-1
3.477994177E1,-9.357097149E-1,-2.608275414E-1,-1.395631790E0,1.700403414E0
3.479099070E1,-9.127107263E-1,-2.755656242E-1,-1.387885094E0,1.683805902E0
3.479994016E1,-9.702626467E-1,-3.951663971E-1,-2.400023460E0,2.618716994E0
3.480996716E1,-9.404619932E-1,-4.109578133E-1,-2.391403198E0,2.602338245E0
3.482000923E1,-5.247085690E-1,-6.733593941E-1,-2.390659332E0,2.538500344E0
3.482994439E1,1.715511978E-1,-9.414994717E-1,-2.213589191E0,2.411602823E0
3.483995385E1,1.806462407E-1,-9.339339733E-1,-2.217237949E0,2.412676906E0
3.484996477E1,4.345148206E-1,-1.086503983E0,-2.434316635E0,2.700961220E0
3.485994885E1,4.445904791E-1,-1.076929569E0,-2.438927650E0,2.702925466E0
3.486993431E1,2.360488176E-1,-9.206476212E-1,-3.186141014E0,3.324876787E0
3.487996831E1,2.593635917E-1,-9.177069664E-1,-3.186906815E0,3.326534322E0
3.489010962E1,-2.027238607E-1,-7.152862549E-1,-3.381836891E0,3.462593269E0
3.489999493E1,-7.918055654E-1,-5.666940212E-1,-2.981574535E0,3.136540272E0
3.490993754E1,-7.496185303E-1,-5.603892803E-1,-2.982928753E0,3.126312210E0
3.492033016E1,-8.347152472E-1,-4.001283646E-1,-2.260194778E0,2.442403056E0
3.492994623E1,-7.976648211E-1,-3.865966797E-1,-2.265076637E0,2.432344205E0
3.493994285E1,-4.694229960E-1,-2.161021233E-1,-1.960946083E0,2.027897339E0
3.494996877E1,-3.569956422E-1,-1.179218292E-2,-2.097737789E0,2.127930632E0
3.496005616E1,-3.367632031E-1,-6.631851196E-3,-2.099075794E0,2.125928650E0
3.497195208E1,-1.616497636E-1,1.774315834E-1,-2.173387527E0,2.186601463E0
3.497993493E1,-1.441841722E-1,1.752099991E-1,-2.171121597E0,2.182946772E0
3.498993139E1,-7.538437843E-3,4.444327354E-1,-2.383660793E0,2.424750722E0
3.499993131E1,6.499886513E-3,4.388713837E-1,-2.379888058E0,2.420024278E0
3.500999216E1,2.194196582E-1,6.232070923E-1,-1.444632053E0,1.588550860E0
3.502110993E1,6.265081167E-1,9.290642738E-1,-6.244039536E-1,1.282791153E0
3.503009854E1,6.201699972E-1,9.295463562E-1,-6.250972748E-1,1.280395977E0
3.503996885E1,2.984060645E-1,1.437218189E0,7.923603058E-2,1.470007024E0
3.504994854E1,2.935644984E-1,1.435116768E0,7.995700836E-2,1.467015124E0
3.506015046E1,1.621576250E-1,1.834722996E0,1.292926788E0,2.250369580E0
3.507003370E1,-3.624887466E-1,2.088089466E0,2.789834976E0,3.503526067E0
3.507994500E1,-3.612495661E-1,2.089268684E0,2.789326668E0,3.503696354E0
3.508996770E1,-9.437429905E-2,2.008309364E0,4.189635277E0,4.647069696E0
3.510020777E1,-9.879994392E-2,2.015296459E0,4.185818672E0,4.646747164E0
3.510998516E1,-4.319599271E-1,2.128542423E0,3.605980873E0,4.209558205E0
3.511994170E1,-4.372777939E-1,2.123523712E0,3.608140945E0,4.209423465E0
3.512998970E1,-3.501135111E-1,2.180107117E0,2.706370354E0,3.492833664E0
3.513995900E1,1.003857553E-1,1.987098694E0,1.656599998E0,2.589007932E0
3.514996039E1,8.305373788E-2,1.963769913E0,1.667358398E0,2.577474388E0
3.515993739E1,2.950583994E-1,1.760452271E0,1.111515045E0,2.102787995E0
3.516999639E1,2.729813159E-1,1.742518425E0,1.119421959E0,2.089017660E0
3.518015616E1,1.033762217E0,1.645594120E0,3.734140396E-1,1.978909390E0
